"","AMMaxT","AMMinT","MAT","AP","AtHRT","AtInfBOD","AtInfCOD","AtInfNH4.N","AtInfTN","AtInfTP","DC","Denitri","DO","EffBOD","EffCOD","EffNH4.N","EffTN","EffTP","F.M","HRT","IndConInf","IndPer","InfBOD","InfCOD","InfNH4.N","InfR","InfTN","InfTP","Lat","Lon","MIT","MLSS","MMT","NH4.N","Nitri","NO3.N","pH","Pop","ReInfBOD","ReInfCOD","SMP","SMT","SRT","SVI","Vol"
"CNSY3A",78.0811808118081,95.2096774193548,114.666666666667,51.251,16.1301,33.8329,17.6521,33.3871,91.2344,40.7394,1.2179,100,18.4929,3.1816,5.174,2.4143,17.1573,1.9519,3.0842,14.1649,1,1,7.3071,6.781,26.8906,1.1366,27.61,16.3699,57.6056,81.1447,83.6299,36.5358,100,4.7915,100,1,42.1639,3.3805,22.5062,15.5962,31.4773,39.0769230769231,15.9048,80.4725,2.1826
"CNSY3B",78.0811808118081,95.2096774193548,114.666666666667,51.251,16.1301,33.8329,17.6521,33.3871,91.2344,40.7394,1.2179,100,26.779,3.1816,5.174,2.4143,17.1573,1.9519,3.0842,14.1649,1,1,7.3071,6.781,26.8906,1.1366,27.61,16.3699,57.6056,81.1447,100,36.5358,100,4.7915,100,1,49.9836,3.3805,22.5062,15.5962,31.4773,39.0769230769231,15.9048,80.4725,2.1826
"CNSY3C",78.0811808118081,95.2096774193548,114.666666666667,51.251,16.1301,33.8329,17.6521,33.3871,91.2344,40.7394,1.2179,100,25.4792,3.1816,5.174,2.4143,17.1573,1.9519,3.0842,14.1649,1,1,7.3071,6.781,26.8906,1.1366,27.61,16.3699,57.6056,81.1447,87.9173,36.5358,100,4.7915,100,1,49.0984,3.3805,22.5062,15.5962,31.4773,39.0769230769231,15.9048,80.4725,2.1826
"CNSZ1A",85.3874538745387,79.241935483871,103.666666666667,80.3821,24.0139,33.8329,37.8399,51.6314,19.0469,8.669,13.2047,100,43.1887,17.3623,12.4683,3.8286,33.9021,1.9519,42.6842,22.0638,1,1,18.87,16.2308,32.5933,16.3835,37.6642,18.6301,61.3617,82.386,83.6299,40.1683,107.333333333333,3.7383,100,50.1887,35.6721,36.5015,41.592,26.3846,67.2727,100,14.245,64.0715,7.5703
"CNSZ1B",85.3874538745387,79.241935483871,103.666666666667,80.3821,24.0139,33.8329,37.8399,51.6314,19.0469,8.669,13.2047,100,43.1887,17.3623,12.4683,3.8286,33.9021,1.9519,42.6842,22.0638,1,1,18.87,16.2308,32.5933,16.3835,37.6642,18.6301,61.3617,82.386,82.8504,40.1683,107.333333333333,3.7383,100,50.1887,35.8197,36.5015,41.592,26.3846,67.2727,100,14.245,64.0715,7.5703
"CNSZ1C",85.3874538745387,79.241935483871,103.666666666667,80.3821,24.0139,33.8329,37.8399,51.6314,19.0469,8.669,13.2047,100,42.1597,17.3623,12.4683,3.8286,33.9021,1.9519,42.6842,22.0638,1,1,18.87,16.2308,32.5933,16.3835,37.6642,18.6301,61.3617,82.386,83.2402,40.1683,107.333333333333,3.7383,100,50.1887,37.5902,36.5015,41.592,26.3846,67.2727,100,14.245,64.0715,7.5703
"CNSZ2A",85.3874538745387,79.241935483871,103.666666666667,80.3821,19.4849,33.8329,37.8399,25.75,19.0469,8.669,3.6152,100,16.6515,9.0985,10.4421,3.5457,30.9644,7.6635,12.4632,13.533,100,6.5,13.6141,13.4514,21.1878,3.197,16.8856,16.3699,61.4078,82.4921,83.2402,25.1818,107.333333333333,57.6617,100,38.6698,34.6393,36.5015,35.9178,26.3846,67.2727,100,17.0113,57.9058,7.6828
"CNSZ2B",85.3874538745387,79.241935483871,103.666666666667,80.3821,19.4849,33.8329,37.8399,25.75,19.0469,8.669,3.6152,100,34.4152,9.0985,10.4421,3.5457,30.9644,7.6635,12.4632,13.533,100,6.5,13.6141,13.4514,21.1878,3.197,16.8856,16.3699,61.4078,82.4921,84.0197,25.1818,107.333333333333,57.6617,100,38.6698,33.6066,36.5015,35.9178,26.3846,67.2727,100,17.0113,57.9058,7.6828
"CNSZ2C",85.3874538745387,79.241935483871,103.666666666667,80.3821,19.4849,33.8329,37.8399,25.75,19.0469,8.669,3.6152,100,35.8233,9.0985,10.4421,3.5457,30.9644,7.6635,12.4632,13.533,100,6.5,13.6141,13.4514,21.1878,3.197,16.8856,16.3699,61.4078,82.4921,85.5787,25.1818,107.333333333333,57.6617,100,38.6698,35.5246,36.5015,35.9178,26.3846,67.2727,100,17.0113,57.9058,7.6828
"CNSZ3AA",85.3874538745387,79.241935483871,103.666666666667,80.3821,12.7753,33.8329,37.8399,25.75,19.0469,8.669,4.9229,100,19.3053,5.793,5.5792,6.6571,32.4332,2.9038,44.7684,12.5851,100,19.15,22.0236,19.0101,29.1717,5.6695,29.6209,16.3699,61.3811,82.4478,85.5787,36.1207,107.333333333333,15.9553,100,44.5849,38.3279,36.5015,53.2974,34.3173,67.2727,100,14.7983,57.4342,5.0296
"CNSZ3AB",85.3874538745387,79.241935483871,103.666666666667,80.3821,12.7753,33.8329,37.8399,25.75,19.0469,8.669,4.9229,100,18.547,5.793,5.5792,6.6571,32.4332,2.9038,44.7684,12.5851,100,19.15,22.0236,19.0101,29.1717,5.6695,29.6209,16.3699,61.3811,82.4478,89.0866,36.1207,107.333333333333,15.9553,100,44.5849,55.1475,36.5015,53.2974,34.3173,67.2727,100,14.7983,57.4342,5.0296
"CNSZ3AC",85.3874538745387,79.241935483871,103.666666666667,80.3821,12.7753,33.8329,37.8399,25.75,19.0469,8.669,4.9229,100,18.872,5.793,5.5792,6.6571,32.4332,2.9038,44.7684,12.5851,100,19.15,22.0236,19.0101,29.1717,5.6695,29.6209,16.3699,61.3811,82.4478,85.9685,36.1207,107.333333333333,15.9553,100,44.5849,32.7213,36.5015,53.2974,34.3173,67.2727,100,14.7983,57.4342,5.0296
"CNSZ3BA",85.3874538745387,79.241935483871,103.666666666667,80.3821,19.4849,34.7445,37.8399,25.75,19.0469,8.669,4.9229,100,38.4229,5.793,5.5792,6.6571,32.4332,2.9038,85.4105,12.5851,100,19.15,22.0236,19.0101,29.1717,5.6695,29.6209,16.3699,61.3811,82.4478,88.6969,16.8168,107.333333333333,58.2936,100,35.5566,54.1148,36.5015,87.501,58.1154,67.2727,100,18.1178,59.3206,5.0296
"CNSZ3BB",85.3874538745387,79.241935483871,103.666666666667,80.3821,19.4849,34.7445,37.8399,25.75,19.0469,8.669,4.9229,100,17.3014,5.793,5.5792,6.6571,32.4332,2.9038,85.4105,12.5851,100,19.15,22.0236,19.0101,29.1717,5.6695,29.6209,16.3699,61.3811,82.4478,100,16.8168,107.333333333333,58.2936,100,35.5566,48.6557,36.5015,87.501,58.1154,67.2727,100,18.1178,59.3206,5.0296
"CNSZ3BC",85.3874538745387,79.241935483871,103.666666666667,80.3821,19.4849,34.7445,37.8399,25.75,19.0469,8.669,4.9229,100,39.1269,5.793,5.5792,6.6571,32.4332,2.9038,85.4105,12.5851,100,19.15,22.0236,19.0101,29.1717,5.6695,29.6209,16.3699,61.3811,82.4478,87.9173,16.8168,107.333333333333,58.2936,100,35.5566,55.4426,36.5015,87.501,58.1154,67.2727,100,18.1178,59.3206,5.0296
"CNSZ4AA",85.3874538745387,79.241935483871,103.666666666667,80.3821,8.0786,33.8329,37.8399,51.6314,19.0469,8.669,8.6279,100,16.7598,50.4174,24.6255,6.6571,26.5579,12.4231,84.3684,13.6383,100,23,13.6141,14.8411,21.1878,10.6144,20.9072,11.8493,61.3876,82.4615,95.3228,27.3405,107.333333333333,2.0532,100,51.7453,32.2787,36.5015,30.2437,24.1635,67.2727,100,13.6917,66.6216,4.6071
"CNSZ4AB",85.3874538745387,79.241935483871,103.666666666667,80.3821,8.0786,33.8329,37.8399,51.6314,19.0469,8.669,8.6279,100,17.8972,50.4174,24.6255,6.6571,26.5579,12.4231,84.3684,13.6383,100,23,13.6141,14.8411,21.1878,10.6144,20.9072,11.8493,61.3876,82.4615,95.3228,27.3405,107.333333333333,2.0532,100,51.7453,32.7213,36.5015,30.2437,24.1635,67.2727,100,13.6917,66.6216,4.6071
"CNSZ4AC",85.3874538745387,79.241935483871,103.666666666667,80.3821,8.0786,33.8329,37.8399,51.6314,19.0469,8.669,8.6279,100,16.6515,50.4174,24.6255,6.6571,26.5579,12.4231,84.3684,13.6383,100,23,13.6141,14.8411,21.1878,10.6144,20.9072,11.8493,61.3876,82.4615,96.1024,27.3405,107.333333333333,2.0532,100,51.7453,33.3115,36.5015,30.2437,24.1635,67.2727,100,13.6917,66.6216,4.6071
"CNSZ4BA",85.3874538745387,79.241935483871,103.666666666667,80.3821,19.4849,33.8329,37.8399,51.6314,19.0469,8.669,8.6279,100,37.448,50.4174,24.6255,6.6571,26.5579,12.4231,60.4,13.6383,100,23,13.6141,14.8411,21.1878,10.6144,20.9072,11.8493,61.3876,82.4615,82.8504,40.1683,107.333333333333,3.7383,100,50.1887,43.6393,36.5015,55.7575,46.2163,67.2727,100,18.6711,64.0715,4.6071
"CNWH1A",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,8.5818,34.7445,37.8399,25.75,19.0469,8.669,6.2305,100,8.4737,36.8648,8.4159,2.1314,25.089,5.7596,15.5895,9.9521,1,1,9.9876,4.5576,17.1959,7.5925,14.2045,7.3288,68.7317,82.525,63.3622,19.3283,100,58.2936,100,35.5566,39.0656,34.5918,46.1154,5.2837,35.9773,100,15.3515,59.3206,3.8595
"CNWH1B",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,8.5818,34.7445,37.8399,25.75,19.0469,8.669,6.2305,100,23.6379,36.8648,8.4159,2.1314,25.089,5.7596,15.5895,9.9521,1,1,9.9876,4.5576,17.1959,7.5925,14.2045,7.3288,68.7317,82.525,63.3622,19.3283,100,58.2936,100,35.5566,42.6066,34.5918,46.1154,5.2837,35.9773,100,15.3515,59.3206,3.8595
"CNWH1C",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,8.5818,34.7445,37.8399,25.75,19.0469,8.669,6.2305,100,13.8895,36.8648,8.4159,2.1314,25.089,5.7596,15.5895,9.9521,1,1,9.9876,4.5576,17.1959,7.5925,14.2045,7.3288,68.7317,82.525,62.9724,19.3283,100,58.2936,100,35.5566,43.9344,34.5918,46.1154,5.2837,35.9773,100,15.3515,59.3206,3.8595
"CNWH2A",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,8.5818,33.8329,37.8399,25.75,19.0469,8.669,7.5382,1,1,36.8648,10.4421,40.6,50.0593,1.9519,15.5895,6.7926,50.5,8.15,15.7165,5.9472,18.9067,9.2408,14.5396,11.8493,68.805,82.5041,69.5984,30.6201,100,58.2936,100,35.5566,46.5902,34.5918,46.1154,20.8317,35.9773,100,8.1592,59.3206,15.6481
"CNWH2B",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,8.5818,33.8329,37.8399,25.75,19.0469,8.669,7.5382,1,1.1625,36.8648,10.4421,40.6,50.0593,1.9519,15.5895,6.7926,50.5,8.15,15.7165,5.9472,18.9067,9.2408,14.5396,11.8493,68.805,82.5041,69.9882,30.6201,100,58.2936,100,35.5566,44.5246,34.5918,46.1154,20.8317,35.9773,100,8.1592,59.3206,15.6481
"CNWH2C",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,8.5818,33.8329,37.8399,25.75,19.0469,8.669,7.5382,1,5.7659,36.8648,10.4421,40.6,50.0593,1.9519,15.5895,6.7926,50.5,8.15,15.7165,5.9472,18.9067,9.2408,14.5396,11.8493,68.805,82.5041,69.9882,30.6201,100,58.2936,100,35.5566,45.8525,34.5918,46.1154,20.8317,35.9773,100,8.1592,59.3206,15.6481
"CNWH3A",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,9.1522,33.8329,37.8399,25.75,19.0469,8.669,2.0896,100,2.9497,6.7846,8.4159,3.8286,19.2136,5.7596,6.2105,9.4255,100,6.5,9.5145,5.1134,21.1878,2.3728,20.9072,5.0685,68.7075,82.5199,64.9213,29.7275,100,58.2936,100,35.5566,43.7869,34.5918,46.1154,10.5192,35.9773,100,22.5439,59.3206,3.0157
"CNWH3B",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,9.1522,33.8329,37.8399,25.75,19.0469,8.669,2.0896,100,5.116,6.7846,8.4159,3.8286,19.2136,5.7596,6.2105,9.4255,100,6.5,9.5145,5.1134,21.1878,2.3728,20.9072,5.0685,68.7075,82.5199,64.9213,29.7275,100,58.2936,100,35.5566,41.8689,34.5918,46.1154,10.5192,35.9773,100,22.5439,59.3206,3.0157
"CNWH3C",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,9.1522,33.8329,37.8399,25.75,19.0469,8.669,2.0896,100,7.4989,6.7846,8.4159,3.8286,19.2136,5.7596,6.2105,9.4255,100,6.5,9.5145,5.1134,21.1878,2.3728,20.9072,5.0685,68.7075,82.5199,65.311,29.7275,100,58.2936,100,35.5566,39.9508,34.5918,46.1154,10.5192,35.9773,100,22.5439,59.3206,3.0157
"CNWH4A",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,13.614,33.8329,37.8399,25.75,19.0469,8.669,4.269,100,5.2243,6.7846,12.4683,6.6571,10.4006,2.9038,6.2105,9.9521,1,1,9.5145,5.1134,9.7823,5.12,17.5559,7.3288,68.6445,82.5306,67.2598,45.2745,100,3.7383,100,50.1887,45.4098,34.5918,46.1154,10.5192,35.9773,100,13.6917,64.0715,3.8595
"CNWH4B",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,13.614,33.8329,37.8399,25.75,19.0469,8.669,4.269,100,34.4694,6.7846,12.4683,6.6571,10.4006,2.9038,6.2105,9.9521,1,1,9.5145,5.1134,9.7823,5.12,17.5559,7.3288,68.6445,82.5306,68.4291,45.2745,100,3.7383,100,50.1887,43.9344,34.5918,46.1154,10.5192,35.9773,100,13.6917,64.0715,3.8595
"CNWH4C",89.0405904059041,68.0645161290323,81.6666666666667,47.6552,13.614,33.8329,37.8399,25.75,19.0469,8.669,4.269,100,32.8446,6.7846,12.4683,6.6571,10.4006,2.9038,6.2105,9.9521,1,1,9.5145,5.1134,9.7823,5.12,17.5559,7.3288,68.6445,82.5306,68.4291,45.2745,100,3.7383,100,50.1887,43.7869,34.5918,46.1154,10.5192,35.9773,100,13.6917,64.0715,3.8595
"CNWX1AA",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,7.9109,33.8329,70.5737,58.8443,74.0469,64.4437,2.5255,100,2.5164,17.3623,12.4683,15.1429,35.3709,15.2788,43.7263,12.2691,100,45,15.7165,17.6204,43.9988,2.9223,34.3128,23.1507,69.6637,84.3146,64.5315,24.8289,85.3333333333333,4.3702,100,42.717,45.4098,16.5554,7.4677,4.649,34.5455,138.076923076923,23.0971,78.394,2.7388
"CNWX1AB",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,7.9109,33.8329,70.5737,58.8443,74.0469,64.4437,2.5255,100,9.8818,17.3623,12.4683,15.1429,35.3709,15.2788,43.7263,12.2691,100,45,15.7165,17.6204,43.9988,2.9223,34.3128,23.1507,69.6637,84.3146,64.5315,24.8289,85.3333333333333,4.3702,100,42.717,47.7705,16.5554,7.4677,4.649,34.5455,138.076923076923,23.0971,78.394,2.7388
"CNWX1AC",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,7.9109,33.8329,70.5737,58.8443,74.0469,64.4437,2.5255,100,10.0443,17.3623,12.4683,15.1429,35.3709,15.2788,43.7263,12.2691,100,45,15.7165,17.6204,43.9988,2.9223,34.3128,23.1507,69.6637,84.3146,64.1417,24.8289,85.3333333333333,4.3702,100,42.717,42.3115,16.5554,7.4677,4.649,34.5455,138.076923076923,23.0971,78.394,2.7388
"CNWX1BA",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,9.7225,33.8329,70.5737,58.8443,74.0469,64.4437,1.3268,100,14.7019,17.3623,12.4683,15.1429,35.3709,15.2788,13.5053,9.4255,100,45,15.7165,17.6204,43.9988,1.4113,34.3128,23.1507,69.6637,84.3146,64.1417,34.7092,85.3333333333333,13.8489,100,19.3679,44.5246,16.5554,14.0942,5.601,34.5455,138.076923076923,14.245,38.2909,3.39
"CNWX1BB",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,9.7225,33.8329,70.5737,58.8443,74.0469,64.4437,1.3268,100,36.7981,17.3623,12.4683,15.1429,35.3709,15.2788,13.5053,9.4255,100,45,15.7165,17.6204,43.9988,1.4113,34.3128,23.1507,69.6637,84.3146,64.1417,34.7092,85.3333333333333,13.8489,100,19.3679,46,16.5554,14.0942,5.601,34.5455,138.076923076923,14.245,38.2909,3.39
"CNWX1BC",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,9.7225,33.8329,70.5737,58.8443,74.0469,64.4437,1.3268,100,11.1816,17.3623,12.4683,15.1429,35.3709,15.2788,13.5053,9.4255,100,45,15.7165,17.6204,43.9988,1.4113,34.3128,23.1507,69.6637,84.3146,64.1417,34.7092,85.3333333333333,13.8489,100,19.3679,42.1639,16.5554,14.0942,5.601,34.5455,138.076923076923,14.245,38.2909,3.39
"CNWX2A",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,7.9109,33.8329,70.5737,58.8443,74.0469,64.4437,2.3076,100,2.733,3.3139,11.2526,2.4143,26.5579,5.7596,3.0842,12.2691,100,61.5,5.7303,12.0618,29.7419,2.3179,24.2586,13.2055,69.5948,84.3506,61.8031,24.7874,85.3333333333333,4.3702,100,42.717,41.2787,16.5554,1.1984,1.9519,34.5455,138.076923076923,23.0971,78.394,12.2943
"CNWX2B",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,7.9109,33.8329,70.5737,58.8443,74.0469,64.4437,2.3076,100,1.3249,3.3139,11.2526,2.4143,26.5579,5.7596,3.0842,12.2691,100,61.5,5.7303,12.0618,29.7419,2.3179,24.2586,13.2055,69.5948,84.3506,61.8031,24.7874,85.3333333333333,4.3702,100,42.717,40.2459,16.5554,1.1984,1.9519,34.5455,138.076923076923,23.0971,78.394,12.2943
"CNWX2C",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,7.9109,33.8329,70.5737,58.8443,74.0469,64.4437,2.3076,100,2.2998,3.3139,11.2526,2.4143,26.5579,5.7596,3.0842,12.2691,100,61.5,5.7303,12.0618,29.7419,2.3179,24.2586,13.2055,69.5948,84.3506,61.8031,24.7874,85.3333333333333,4.3702,100,42.717,43.9344,16.5554,1.1984,1.9519,34.5455,138.076923076923,23.0971,78.394,12.2943
"CNWX3AA",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,9.7225,33.8329,70.5737,58.8443,74.0469,64.4437,1.4358,100,50.8791,3.3139,11.2526,2.4143,26.5579,5.7596,2.0421,19.5572,100,61.5,5.7303,12.0618,29.7419,1.4937,24.2586,13.2055,69.555,84.3497,61.8031,67.8787,85.3333333333333,13.8489,100,19.3679,47.3279,16.5554,2.1904,3.3798,34.5455,138.076923076923,18.7817,38.2909,3.826
"CNWX3AB",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,9.7225,33.8329,70.5737,58.8443,74.0469,64.4437,1.4358,100,53.3162,3.3139,11.2526,2.4143,26.5579,5.7596,2.0421,19.5572,100,61.5,5.7303,12.0618,29.7419,1.4937,24.2586,13.2055,69.555,84.3497,61.8031,67.8787,85.3333333333333,13.8489,100,19.3679,50.2787,16.5554,2.1904,3.3798,34.5455,138.076923076923,18.7817,38.2909,3.826
"CNWX3AC",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,9.7225,33.8329,70.5737,58.8443,74.0469,64.4437,1.4358,100,50.2834,3.3139,11.2526,2.4143,26.5579,5.7596,2.0421,19.5572,100,61.5,5.7303,12.0618,29.7419,1.4937,24.2586,13.2055,69.555,84.3497,61.8031,67.8787,85.3333333333333,13.8489,100,19.3679,46.4426,16.5554,2.1904,3.3798,34.5455,138.076923076923,18.7817,38.2909,3.826
"CNWX3BA",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,9.7225,34.7445,70.5737,58.8443,74.0469,64.4437,1.4358,100,50.6083,3.3139,5.5792,2.1314,16.276,1.9519,13.5053,9.4255,100,61.5,16.7677,12.0618,32.5933,1.5212,28.2803,9.589,69.555,84.3497,61.8031,16.5262,85.3333333333333,11.7426,100,15.9434,49.0984,16.5554,14.0942,5.601,34.5455,138.076923076923,14.245,38.0289,3.39
"CNWX3BB",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,9.7225,34.7445,70.5737,58.8443,74.0469,64.4437,1.4358,100,46.4382,3.3139,5.5792,2.1314,16.276,1.9519,13.5053,9.4255,100,61.5,16.7677,12.0618,32.5933,1.5212,28.2803,9.589,69.555,84.3497,61.8031,16.5262,85.3333333333333,11.7426,100,15.9434,45.4098,16.5554,14.0942,5.601,34.5455,138.076923076923,14.245,38.0289,3.39
"CNWX3BC",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,9.7225,34.7445,70.5737,58.8443,74.0469,64.4437,1.4358,100,45.3009,3.3139,5.5792,2.1314,16.276,1.9519,13.5053,9.4255,100,61.5,16.7677,12.0618,32.5933,1.5212,28.2803,9.589,69.555,84.3497,61.8031,16.5262,85.3333333333333,11.7426,100,15.9434,45.4098,16.5554,14.0942,5.601,34.5455,138.076923076923,14.245,38.0289,3.39
"CNWX4A",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,25.0539,33.8329,70.5737,58.8443,74.0469,64.4437,3.1793,100,20.2801,7.4457,12.8735,6.94,32.4332,2.9038,4.1263,25.5288,1,1,8.3583,10.95,26.8906,3.7464,34.3128,70.6164,69.5878,84.3145,60.2441,28.15,85.3333333333333,6.0553,100,52.6792,48.8033,16.5554,16.0782,14.9615,34.5455,138.076923076923,20.7956,68.8049,21.2992
"CNWX4B",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,25.0539,33.8329,70.5737,58.8443,74.0469,64.4437,3.1793,100,7.4447,7.4457,12.8735,6.94,32.4332,2.9038,4.1263,25.5288,1,1,8.3583,10.95,26.8906,3.7464,34.3128,70.6164,69.5878,84.3145,59.8543,28.15,85.3333333333333,10.0574,100,55.1698,44.2295,16.5554,16.0782,14.9615,34.5455,138.076923076923,20.7956,73.5383,21.2992
"CNWX4C",85.3874538745387,69.6612903225807,85.3333333333333,37.2772,25.0539,33.8329,70.5737,58.8443,74.0469,64.4437,3.1793,100,19.0886,7.4457,12.8735,6.94,32.4332,2.9038,4.1263,25.5288,1,1,8.3583,10.95,26.8906,3.7464,34.3128,70.6164,69.5878,84.3145,59.8543,28.15,85.3333333333333,10.0574,100,55.1698,44.6721,16.5554,16.0782,14.9615,34.5455,138.076923076923,20.7956,73.5383,21.2992
"CNXA1A",89.0405904059041,64.8709677419355,70.6666666666667,15.429,3.2142,33.8329,37.8399,25.75,19.0469,8.669,3.1793,100,11.8857,17.3623,9.2264,2.1314,16.276,1.9519,37.4737,17.8511,100,34,24.1259,24.5688,26.8906,5.0925,24.2586,27.6712,72.1172,80.9322,73.1063,37.1378,103.666666666667,5.4234,100,50.5,47.4754,29.2822,48.4565,36.3798,19.2045,100,24.7569,69.3813,5.4861
"CNXA1B",89.0405904059041,64.8709677419355,70.6666666666667,15.429,3.2142,33.8329,37.8399,25.75,19.0469,8.669,3.1793,100,9.2861,17.3623,9.2264,2.1314,16.276,1.9519,37.4737,17.8511,100,34,24.1259,24.5688,26.8906,5.0925,24.2586,27.6712,72.1172,80.9322,73.1063,37.1378,103.666666666667,5.4234,100,50.5,46.2951,29.2822,48.4565,36.3798,19.2045,100,24.7569,69.3813,5.4861
"CNXA1C",89.0405904059041,64.8709677419355,70.6666666666667,15.429,3.2142,33.8329,37.8399,25.75,19.0469,8.669,3.1793,100,4.6286,17.3623,9.2264,2.1314,16.276,1.9519,37.4737,17.8511,100,34,24.1259,24.5688,26.8906,5.0925,24.2586,27.6712,72.1172,80.9322,73.4961,37.1378,103.666666666667,3.7383,100,50.1887,45.2623,29.2822,48.4565,36.3798,19.2045,100,24.7569,64.0715,5.4861
"CNXA2A",89.0405904059041,64.8709677419355,70.6666666666667,15.429,12.6747,33.8329,37.8399,25.75,19.0469,8.669,1.5448,100,2.6789,33.8898,20.5731,15.1429,35.3709,11.4712,18.7158,15.7236,100,56,39.8936,52.3622,37.1555,7.8397,30.9614,16.3699,72.1787,80.895,70.7677,62.8763,103.666666666667,3.7383,100,50.1887,44.2295,29.2822,79.7635,78.1058,19.2045,100,15.5728,64.0715,16.2243
"CNXA2B",89.0405904059041,64.8709677419355,70.6666666666667,15.429,12.6747,33.8329,37.8399,25.75,19.0469,8.669,1.5448,100,4.6827,33.8898,20.5731,15.1429,35.3709,11.4712,18.7158,15.7236,100,56,39.8936,52.3622,37.1555,7.8397,30.9614,16.3699,72.1787,80.895,69.2087,62.8763,103.666666666667,3.7383,100,50.1887,44.5246,29.2822,79.7635,78.1058,19.2045,100,15.5728,64.0715,16.2243
"CNXA2C",89.0405904059041,64.8709677419355,70.6666666666667,15.429,12.6747,33.8329,37.8399,25.75,19.0469,8.669,1.5448,100,4.0328,33.8898,20.5731,15.1429,35.3709,11.4712,18.7158,15.7236,100,56,39.8936,52.3622,37.1555,7.8397,30.9614,16.3699,72.1787,80.895,68.8189,62.8763,103.666666666667,3.7383,100,50.1887,44.8197,29.2822,79.7635,78.1058,19.2045,100,15.5728,64.0715,16.2243
"CNXA3A",89.0405904059041,64.8709677419355,70.6666666666667,15.429,14.2682,33.8329,37.8399,25.75,19.0469,8.669,5.3588,100,3.2205,33.8898,20.5731,3.8286,26.5579,3.8558,23.9263,22.0638,100,34,39.8936,52.3622,42.8583,6.9991,44.367,5.9726,72.1848,80.9217,73.8858,47.9106,103.666666666667,3.7383,100,50.1887,42.459,29.2822,86.9455,85.2452,19.2045,100,17.7195,64.0715,14.5412
"CNXA3B",89.0405904059041,64.8709677419355,70.6666666666667,15.429,14.2682,33.8329,37.8399,25.75,19.0469,8.669,5.3588,100,3.6537,33.8898,20.5731,3.8286,26.5579,3.8558,23.9263,22.0638,100,34,39.8936,52.3622,42.8583,6.9991,44.367,5.9726,72.1848,80.9217,69.2087,47.9106,103.666666666667,3.7383,100,50.1887,42.9016,29.2822,86.9455,85.2452,19.2045,100,17.7195,64.0715,14.5412
"CNXA3C",89.0405904059041,64.8709677419355,70.6666666666667,15.429,14.2682,33.8329,37.8399,25.75,19.0469,8.669,5.3588,100,2.7872,33.8898,20.5731,3.8286,26.5579,3.8558,23.9263,22.0638,100,34,39.8936,52.3622,42.8583,6.9991,44.367,5.9726,72.1848,80.9217,68.0394,47.9106,103.666666666667,3.7383,100,50.1887,43.7869,29.2822,86.9455,85.2452,19.2045,100,17.7195,64.0715,14.5412
"CNXA4A",89.0405904059041,64.8709677419355,70.6666666666667,15.429,20.0888,33.8329,37.8399,25.75,19.0469,8.669,2.7434,100,8.8528,15.7095,7.4028,3.2629,25.089,9.5673,5.1684,22.0638,100,34,8.3583,10.6721,22.3283,2.5102,29.2857,14.1096,72.0324,80.8723,67.2598,35.6433,103.666666666667,3.7383,100,50.1887,48.5082,29.2822,18.5383,16.8654,19.2045,100,18.1178,64.0715,7.8822
"CNXA4B",89.0405904059041,64.8709677419355,70.6666666666667,15.429,20.0888,33.8329,37.8399,25.75,19.0469,8.669,2.7434,100,6.849,15.7095,7.4028,3.2629,25.089,9.5673,5.1684,22.0638,100,34,8.3583,10.6721,22.3283,2.5102,29.2857,14.1096,72.0324,80.8723,66.8701,35.6433,103.666666666667,3.7383,100,50.1887,49.3934,29.2822,18.5383,16.8654,19.2045,100,18.1178,64.0715,7.8822
